"","","Page Name","Page ID","Democrats","Republicans","Candidates Mentioned+","Approx. Spend on Mentions^","# of Ads Mentioning","Sponsor Name(s)","Candidate Page","Approx. Democrat Spend","Approx. Republican Spend"
"1165","⊕","The Women of Bradville","129682687636856","0.29","0.71","Donald Trump (5), Joseph Biden (2)","$2,166","7","NA","0","$619","$1,547"
"1166","⊕","Friends of Alan Bowser","1400722936854943","1","0","Joseph Biden (2)","$618","2","NA","0","$618","$0"
"1167","⊕","I'm Just an American","1789184267977490","0.5","0.5","Donald Trump (1), Joseph Biden (1)","$1,237","2","NA","0","$618","$618"
"1168","⊕","Staunch Moderates","101366834743111","0.47","0.53","Donald Trump (9), Joseph Biden (8), Michelle Ferrigno Warren* (2)","$1,314","19","NA","0","$618","$696"
"1169","⊕","The Wilderness Society Action Fund","567371470277443","0.01","0.99","Donald Trump (1900), Steve Daines* (38), Cory Gardner* (32), Tina Smith* (12), Cory Booker* (4), Tom Udall* (2)","$67,086","1,988","WILDERNESS SOCIETY ACTION FUND","0","$616","$66,470"
"1170","⊕","Lane County Tribune","485754644838324","0.08","0.92","Donald Trump (63), Joseph Biden (6), Jeff Sessions* (1), Kelly Loeffler* (1), Mitch McConnell* (1)","$7,280","72","NA","0","$615","$6,665"
"1171","⊕","The National Memo","210357995667559","0.05","0.95","Donald Trump (588), Joseph Biden (32)","$11,914","620","THE NATIONAL MEMO","0","$615","$11,299"
"1172","⊕","Chris T. Trent","108726483993323","0.25","0.75","Donald Trump (3), Joseph Biden (1), Shelley Moore Capito* (1)","$2,455","5","NA","0","$614","$1,841"
"1173","⊕","Senator Mike Barrett","252050588258952","0.6","0.4","Donald Trump (4), Edward Markey* (3), Joseph Biden (3), Joseph Kennedy III* (1)","$1,024","11","NA","0","$614","$410"
"1174","⊕","Last Resort Podcast","101895044786970","0.6","0.4","Joseph Biden (3), Donald Trump (2)","$1,022","5","NA","0","$613","$409"
"1175","⊕","Boston Broadside","751939164900480","0.43","0.57","Donald Trump (3), Joseph Biden (2), Edward Markey* (1), Shiva Ayyadurai* (1)","$1,425","7","NA","0","$611","$814"
"1176","⊕","Woman for President 2020","185038902076605","1","0","Joseph Biden (5)","$611","5","NA","0","$611","$0"
"1177","⊕","Screaming Freedom Apparel","100557528464214","0.67","0.33","Joseph Biden (2), Donald Trump (1)","$912","3","NA","0","$608","$304"
"1178","⊕","Dakotans for Honesty in Politics","1511550779074990","0.25","0.75","Donald Trump (3), Joseph Biden (1)","$2,422","4","NA","0","$606","$1,816"
"1179","⊕","Issues & Insights","2295380127401679","1","0","Joseph Biden (1)","$606","1","NA","0","$606","$0"
"1180","⊕","NowSimplified","101960074829727","1","0","Joseph Biden (1)","$606","1","NA","0","$606","$0"
"1181","⊕","Shawn Vij","1656509347988006","1","0","Joseph Biden (1)","$606","1","NA","0","$606","$0"
"1182","⊕","Jen for NY","102888164649389","1","0","Angela Williams* (1)","$605","1","NA","0","$605","$0"
"1183","⊕","Tommy John Schiavoni","102895644488497","1","0","John Love III* (2)","$605","2","NA","0","$605","$0"
"1184","⊕","McLaughlin for District Attorney","102692137857400","0.5","0.5","Cory Booker* (2), Cory Gardner* (2), Andrew Romanoff* (1), John Hickenlooper* (1)","$1,208","6","NA","0","$604","$604"
"1185","⊕","Stansberry Research","356482637745012","0.18","0.82","Donald Trump (48), Joseph Biden (12), Mitch McConnell* (6)","$3,323","66","STANSBERRY RESEARCH","0","$604","$2,719"
"1186","⊕","Bill Wiley for House of Delegates","106858164427326","0.56","0.44","Donald Trump (4), Joseph Biden (4), Daniel Gade* (2), Mark Warner* (1)","$1,086","11","NA","0","$603","$483"
"1187","⊕","Wearing It Well","101329551310892","1","0","Joseph Biden (3), Charles Booker* (2)","$602","5","NA","0","$602","$0"
"1188","⊕","Brad Kovach for State Representative","104093784662066","0.14","0.86","Donald Trump (18), Joseph Biden (2), Tina Smith* (1)","$4,207","21","NA","0","$601","$3,606"
"1189","⊕","Alexandria Knox for New Hampshire State Representative Rockingham 26","830138857006724","1","0","KNOX, JAMES (1)","$600","1","NA","0","$600","$0"
"1190","⊕","Aponte Design","1567984070138451","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1191","⊕","Boston Ward 4 Democratic Committee","581503441860068","1","0","Edward Markey* (1), Joseph Kennedy III* (1)","$600","2","NA","0","$600","$0"
"1192","⊕","Debatemenow","495208284336455","0.5","0.5","Donald Trump (5), Joseph Biden (5)","$1,200","10","NA","0","$600","$600"
"1193","⊕","Donesauce Productions","249743788812301","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1194","⊕","Elvin Garca","702557526573522","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1195","⊕","Jarell Corley","108133250871249","1","0","Joseph Biden (2)","$600","2","NA","0","$600","$0"
"1196","⊕","JEBWizard Publishing","961728460505419","0.5","0.5","Donald Trump (2), Joseph Biden (2)","$1,200","4","NA","0","$600","$600"
"1197","⊕","Katie for Chair of the DSCC","103009538170881","1","0","Ed Tarver* (1)","$600","1","","0","$600","$0"
"1198","⊕","Laugh Across America","108000754385638","1","0","Joseph Biden (10)","$600","10","NA","0","$600","$0"
"1199","⊕","Madison County Democrats","9925008529","1","0","Joseph Biden (3)","$600","3","NA","0","$600","$0"
"1200","⊕","Maureen Driscoll Author","262576127171001","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1201","⊕","Mayor Jason Walsh, Dormont","1876946645928176","1","0","John Walsh* (1)","$600","1","NA","0","$600","$0"
"1202","⊕","Mitt Romney 2020","111373047248819","0.33","0.67","Donald Trump (2), Joseph Biden (1)","$1,800","3","NA","0","$600","$1,200"
"1203","⊕","Mrs. Carolyn Williams","104353691309000","1","0","Elaine Whigham Williams* (1)","$600","1","","0","$600","$0"
"1204","⊕","Newark, NJ Local - News Break","222972474769880","1","0","Cory Booker* (3)","$600","3","NA","0","$600","$0"
"1205","⊕","Not Spicy Enough","2224298287888187","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1206","⊕","PDX Persist","108693953862094","0.62","0.38","Joseph Biden (4), Donald Trump (3), Charles Booker* (1), Theresa Greenfield* (1)","$960","9","NA","0","$600","$360"
"1207","⊕","Public Call Box","105047504578140","1","0","Joseph Biden (3)","$600","3","NA","0","$600","$0"
"1208","⊕","Railroaders for Joe Biden 2020","109001490469839","1","0","Joseph Biden (1)","$600","1","RAILROADERS FOR JOE BIDEN 2020","0","$600","$0"
"1209","⊕","Shadow Fox Photography","145311845525304","1","0","Kimberly Graham* (1)","$600","1","NA","0","$600","$0"
"1210","⊕","Shirts 4 Respect","110982784041997","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1211","⊕","The Box Travels","311953269253246","0.33","0.67","Donald Trump (2), Joseph Biden (1)","$1,800","3","NA","0","$600","$1,200"
"1212","⊕","The Gun Study","102463934810924","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1213","⊕","Tim Black","390095451076320","1","0","Joseph Biden (2)","$600","2","NA","0","$600","$0"
"1214","⊕","Tompkins  County Democratic Committee","116034814991","1","0","Joseph Biden (2)","$600","2","NA","0","$600","$0"
"1215","⊕","Tundra Engraving","103756448061528","0.67","0.33","Joseph Biden (4), Donald Trump (2)","$900","6","NA","0","$600","$300"
"1216","⊕","Wade Westfall","103033251200854","1","0","Gary Peters* (4)","$600","4","NA","0","$600","$0"
"1217","⊕","West Deer Democratic Committee","189397171091606","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1218","⊕","Westgate Neighborhood Democrats","104492807622438","1","0","Joseph Biden (1)","$600","1","NA","0","$600","$0"
"1219","⊕","Native Business","396763120791972","1","0","Joseph Biden (2)","$599","2","NA","0","$599","$0"
"1220","⊕","Perry County Conservative Newsletter","105519714213242","0.29","0.71","Donald Trump (5), Joseph Biden (2)","$2,095","7","NA","0","$599","$1,496"
"1221","⊕","Aaron James for Senate, 2020","1744108109185138","0.67","0.33","Betsy Sweet* (2), Donald Trump (1)","$896","3","","1","$597","$299"
"1222","⊕","AJC Chicago","122956451055578","1","0","Dick Durbin* (3)","$597","3","AMERICAN JEWISH COMMITTEE","0","$597","$0"
"1223","⊕","Jenna Wadsworth","111249775591808","1","0","Joseph Biden (3)","$597","3","NA","0","$597","$0"
"1224","⊕","Ubaldi Reports","253867951288","0.67","0.33","Joseph Biden (2), Donald Trump (1)","$896","3","NA","0","$597","$299"
"1225","⊕","Everett City Councilor At-Large Gerly Adrien","532349253593620","1","0","Joseph Kennedy III* (3), Edward Markey* (1), Edward Markey* (1)","$595","5","NA","0","$595","$0"
"1226","⊕","Everett City Councilor At-Large Gerly Adrien","532349253593620","1","0","Edward Markey* (2), Edward Markey* (2)","$595","4","NA","0","$595","$0"
"1227","⊕","Gerly Adrien for Everett","532349253593620","1","0","Joseph Kennedy III* (3), Edward Markey* (1), Edward Markey* (1)","$595","5","NA","0","$595","$0"
"1228","⊕","Gerly Adrien for Everett","532349253593620","1","0","Edward Markey* (2), Edward Markey* (2)","$595","4","NA","0","$595","$0"
"1229","⊕","NewsBusters.org","6333396177","0.37","0.63","Donald Trump (16), Joseph Biden (10), Lindsey Graham* (1), Mitch McConnell* (1)","$1,607","28","MEDIA RESEARCH CENTER","0","$595","$1,012"
"1230","⊕","Radio On Fire","535251919917275","0.18","0.82","Donald Trump (9), Joseph Biden (2)","$3,275","11","NA","0","$595","$2,680"
"1231","⊕","Sonya Clay for DNC Delegate","110911663935783","1","0","Joseph Biden (3)","$595","3","SONYA CLAY FOR DELEGATE","1","$595","$0"
"1232","⊕","We Got a Voice 2 PAC","105629871281597","0.75","0.25","Joseph Biden (3), Donald Trump (1)","$793","4","NA","0","$595","$198"
"1233","⊕","Political Unrest","101718044837272","0.67","0.33","Joseph Biden (2), Donald Trump (1)","$891","3","NA","0","$594","$297"
"1234","⊕","Roger Polack for Congress","110828620426941","0.14","0.86","Donald Trump (60), Joseph Biden (10)","$4,146","70","POLACK, ROGER","1","$592","$3,554"
"1235","⊕","Ocean Conservancy","102592959026","0.43","0.57","Donald Trump (20), Tom Udall* (15)","$1,380","35","OCEAN CONSERVANCY","0","$591","$789"
"1236","⊕","Kahn4Congress","110670280444476","0.25","0.5","Donald Trump (8), Joseph Biden (4), Justin Amash* (4), Mitch McConnell* (1)","$2,357","17","KAHN. KEVIN","1","$589","$1,178"
"1237","⊕","Barry L. Bruce for West Virginia House of Delegates","106440977577375","0.29","0.71","Donald Trump (5), Joseph Biden (2)","$2,027","7","NA","0","$579","$1,448"
"1238","⊕","Wagoner Law Firm","109966290494892","0.15","0.85","Donald Trump (28), Joseph Biden (5)","$3,814","33","NA","0","$578","$3,236"
"1239","⊕","North Baltimore County Democratic Club","659454327815409","1","0","Joseph Biden (2)","$577","2","NA","0","$577","$0"
"1240","⊕","People 4 Trump PA 1st","244077775961003","0.11","0.89","Donald Trump (17), Joseph Biden (2)","$5,470","19","PEOPLE 4 TRUMP","0","$576","$4,894"
"1241","⊕","The Pearlygate Network","318741371483819","0.25","0.75","Donald Trump (3), Joseph Biden (1)","$2,300","4","NA","0","$575","$1,725"
"1242","⊕","Down the Middle: A Political Podcast","103093954752195","0.5","0.5","Donald Trump (1), Joseph Biden (1)","$1,144","2","NA","0","$572","$572"
"1243","⊕","Jobert Abueva 4 PA-1 DNC Delegate","102496318011986","1","0","Joseph Biden (4)","$571","4","JOBERT E ABUEVA","1","$571","$0"
"1244","⊕","LGBTQ Democrats of Mecklenburg County","1408344379409426","1","0","Joseph Biden (1)","$571","1","NA","0","$571","$0"
"1245","⊕","ProgressPop","1556932204325823","0.03","0.97","Donald Trump (93), Jim Risch* (4), Joseph Biden (3)","$19,031","100","NA","0","$571","$18,460"
"1246","⊕","Latinx Voter Committee of the Coconino County Democratic Party","109010407171240","0.67","0.33","Joseph Biden (2), Donald Trump (1)","$850","3","NA","0","$567","$283"
"1247","⊕","Jessi for US Congress","108754680547288","0.16","0.84","Donald Trump (27), Joseph Biden (5)","$3,625","32","MELTON, JESSICA MS.","1","$566","$3,059"
"1248","⊕","Our Point","414023848790524","0.29","0.71","Donald Trump (5), Joseph Biden (2)","$1,980","7","NA","0","$566","$1,414"
"1249","⊕","Factual NOT Political","2232495463702245","0.14","0.86","Donald Trump (5), Daniel McCarthy* (1), Joseph Biden (1)","$3,949","7","NA","0","$564","$3,385"
"1250","⊕","The News Break - News Break","537709253344323","0.5","0.5","Charles Booker* (1), Donald Trump (1)","$1,129","2","NA","0","$564","$564"
"1251","⊕","David Roth For Idaho","101590094812653","1","0","Joseph Biden (1)","$563","1","NA","0","$563","$0"
"1252","⊕","Richie Richter","101007081626065","0.44","0.56","Donald Trump (5), Joseph Biden (4)","$1,265","9","GIBBS, KATE","1","$562","$703"
"1253","⊕","Gillespie County Democrats","126769784119932","0.5","0.5","Donald Trump (2), Joseph Biden (2)","$1,122","4","NA","0","$561","$561"
"1254","⊕","Santa Clara County Democratic Party","119759124772844","0.75","0.25","Joseph Biden (2), Sara Gideon* (1), Susan Collins* (1)","$747","4","NA","0","$560","$187"
"1255","⊕","TopLobsta","103042164508752","0.4","0.6","Donald Trump (6), Joseph Biden (4)","$1,400","10","NA","0","$560","$840"
"1256","⊕","Whitney Williams","103720977697760","0.27","0.73","Donald Trump (16), Steve Bullock* (6)","$2,043","22","NA","0","$557","$1,486"
"1257","⊕","Eric Roberts for State House","101353637876673","1","0","Charles Booker* (1)","$555","1","NA","0","$555","$0"
"1258","⊕","Kittitas County Democratic Party Headquarters","437709529624927","0.31","0.69","Donald Trump (11), Joseph Biden (5), Lindsey Graham* (1)","$1,765","17","NA","0","$552","$1,213"
"1259","⊕","Campaigndistributed.com/","108453510975314","0.5","0.5","Donald Trump (3), Joseph Biden (3)","$1,100","6","NA","0","$550","$550"
"1260","⊕","Easttown Township Democratic Committee","182096099085","0.5","0.5","Donald Trump (3), Joseph Biden (3)","$1,100","6","NA","0","$550","$550"
"1261","⊕","Fullerton For Commissioner","101489734768759","0.5","0.5","Jeff Sessions* (1), Joe Reynolds* (1), Joseph Kennedy III* (1)","$1,100","3","NA","0","$550","$550"
"1262","⊕","Polimericks","100509345108702","0.5","0.5","Donald Trump (1), Joseph Biden (1)","$1,100","2","NA","0","$550","$550"
"1263","⊕","Socially Driven Music","435569739986525","0.5","0.5","Donald Trump (2), Joseph Biden (2)","$1,100","4","NA","0","$550","$550"
"1264","⊕","Elijah Reichlin-Melnick for Senate","102678081237882","1","0","Betsy Sweet* (4)","$549","4","","1","$549","$0"
"1265","⊕","Larry Lambert for 7th District State Representative 2020","196199184510967","1","0","Joseph Biden (2)","$547","2","NA","0","$547","$0"
"1266","⊕","Northville Township Trustee Chris Roosen","161135490928681","1","0","Angela Williams* (2)","$547","2","NA","0","$547","$0"
"1267","⊕","Eric Nelson for WV Senate","416529938945387","0.25","0.75","Jeff Sessions* (2), Mark Kelly* (2), John James* (1), Robert Marshall* (1), Roy Moore* (1), Scott Taylor* (1), Shelley Moore Capito* (1)","$2,185","9","NA","0","$546","$1,639"
"1268","⊕","Crawfordology","103131054573692","0.14","0.86","Donald Trump (18), Joseph Biden (3)","$3,813","21","NA","0","$545","$3,268"
"1269","⊕","Wendy Stolyarov For Sparks City Council","619816311857328","1","0","Joseph Biden (1)","$545","1","NA","0","$545","$0"
"1270","⊕","Deaglan McEachern for New Hampshire","897818990373008","0.63","0.37","Jeanne Shaheen* (8), John Merrill* (4), Joshua Wheeler* (4), Trevor Fuller* (4), Donald Trump (3)","$861","23","","1","$544","$317"
"1271","⊕","Ginny Burdick for Senate District 18","102152494750003","0.25","0.75","Donald Trump (33), Jeff Merkley* (11)","$2,173","44","NA","0","$543","$1,630"
"1272","⊕","Jeanne Morales Attorney","155690047804722","0.73","0.27","Richard Dien Winfield* (5), Jack Reed* (2), Angela Williams* (1), Donald Trump (1), John James* (1), Robert Marshall* (1)","$746","11","JEANNE MORALES, ATTORNEY","0","$543","$203"
"1273","⊕","The Chrestman Conversation","104005777970217","1","0","Joseph Biden (1)","$543","1","NA","0","$543","$0"
"1274","⊕","Coconino County Democratic Party","467698156677282","0.21","0.79","Donald Trump (11), Joseph Biden (2), Mark Kelly* (1), Martha McSally* (1)","$2,527","15","NA","0","$542","$1,986"
"1275","⊕","It's Okay, N.C.","101242428235649","0.24","0.76","Donald Trump (13), Joseph Biden (4)","$2,300","17","NA","0","$541","$1,759"
"1276","⊕","Green Party of Pima County","196477293722264","1","0","Joseph Biden (1)","$540","1","NA","0","$540","$0"
"1277","⊕","Robertson County Democratic Party","262236703958659","1","0","Joseph Biden (1)","$540","1","NA","0","$540","$0"
"1278","⊕","Darin LaHood","1404888666493762","0.23","0.77","Donald Trump (27), Joseph Biden (8)","$2,358","35","LAHOOD, DARIN MCKAY","1","$539","$1,819"
"1279","⊕","Newton County Sheriff's Office","214638098548721","1","0","Charles Booker* (2)","$539","2","NA","0","$539","$0"
"1280","⊕","Maestas4NM","617954551981423","1","0","Tom Udall* (1)","$538","1","NA","0","$538","$0"
"1281","⊕","Meg Wheeler For State Senate","105195651016535","0.05","0.95","Joshua Wheeler* (20), Edward Markey* (1)","$11,300","21","","1","$538","$10,762"
"1282","⊕","PNHP Minnesota","507293296015752","1","0","Joseph Biden (1), Tina Smith* (1)","$538","2","NA","0","$538","$0"
"1283","⊕","UBS","218020061613734","0.5","0.5","Donald Trump (2), Joseph Biden (2)","$1,077","4","UBS","0","$538","$538"
"1284","⊕","The Panda Tribune","109665207387974","0.6","0.4","Joseph Biden (3), Donald Trump (2)","$892","5","NA","0","$535","$357"
"1285","⊕","Daniel McCarthy for US Senate PAC","110961830676484","0.33","0.67","Daniel McCarthy* (2), Daniel McCarthy* (2), Martha McSally* (2), Mark Kelly* (1)","$1,600","7","DANIEL MCCARTHY FOR US SENATE PAC","0","$533","$1,067"
"1286","⊕","Daniel McCarthy for US Senate PAC","110961830676484","0.33","0.67","Daniel McCarthy* (3), Daniel McCarthy* (3)","$1,600","6","DANIEL MCCARTHY FOR US SENATE PAC","0","$533","$1,067"
"1287","⊕","Jewish Unity PAC","107119631105947","0.33","0.67","Donald Trump (2), Joseph Biden (1)","$1,600","3","NA","0","$533","$1,067"
"1288","⊕","Respect of Liberty","114794070348774","0.67","0.33","Joseph Biden (2), Donald Trump (1)","$800","3","NA","0","$533","$267"
